Date,Sunspot
1858-03-06,173.2
1858-04-05,98.6
1858-05-05,127
1858-06-04,159
1858-07-04,166.4
1858-08-03,171.5
1858-09-02,162.9
1858-10-02,172.8
1858-11-01,165.2
1858-12-01,180.7
1858-12-31,203
1859-01-30,200.9
1859-03-01,217.8
1859-03-31,184.6
1859-04-30,153.9
1859-05-30,156.6
1859-06-29,167.9
1859-07-29,188
1859-08-28,135.7
1859-09-27,203.5
1859-10-27,206.3
1859-11-26,221.9
1859-12-26,190.5
1860-01-25,175.2
1860-02-24,171.1
1860-03-25,186
1860-04-24,181.7
1860-05-24,118.5
1860-06-23,147.5
1860-07-23,192
1860-08-22,187.1
1860-09-21,107.8
1860-10-21,167.5
1860-11-20,148.2
1860-12-20,156.7
1861-01-19,151.9
1861-02-18,127.7
1861-03-20,102
1861-04-19,152.8
1861-05-19,119.9
1861-06-18,122.4
1861-07-18,82.7
1861-08-17,102.1
1861-09-16,122.4
1861-10-16,159.7
1861-11-15,139.5
1861-12-15,118.7
1862-01-14,126.4
1862-02-13,79.8
1862-03-15,96
1862-04-14,77.6
1862-05-14,91.8
1862-06-13,107.7
1862-07-13,126
1862-08-12,77.1
1862-09-11,102.1
1862-10-11,77.6
1862-11-10,62
1862-12-10,91.3
1863-01-09,41.7
1863-02-08,75.7
1863-03-10,71.6
1863-04-09,78.1
1863-05-09,109.7
1863-06-08,89.5
1863-07-08,125.9
1863-08-07,68.1
1863-09-06,77.1
1863-10-06,109.9
1863-11-05,103.8
1863-12-05,104.1
1864-01-04,54.2
1864-02-03,64.4
1864-03-04,109.3
1864-04-03,54.3
1864-05-03,92.5
1864-06-02,74.6
1864-07-02,75
1864-08-01,55.9
1864-08-31,65.6
1864-09-30,63.8
1864-10-30,50.8
1864-11-29,71.8
1864-12-29,41
1865-01-28,32.5
1865-02-27,46.7
1865-03-29,24.3
1865-04-28,60
1865-05-28,72.9
1865-06-27,46.6
1865-07-27,33.5
1865-08-26,24.6
1865-09-25,31.4
1865-10-25,17.6
1865-11-24,24.2
1865-12-24,13.9
1866-01-23,26.8
1866-02-22,17.2
1866-03-24,2.9
1866-04-23,0
1866-05-23,1.4
1866-06-22,17.4
1866-07-22,9.7
1866-08-21,5.5
1866-09-20,2.8
1866-10-20,9.5
1866-11-19,9.1
1866-12-19,18.7
1867-01-18,25.5
1867-02-17,18.1
1867-03-19,47.9
1867-04-18,25.9
1867-05-18,26.3
1867-06-17,44
1867-07-17,61.1
1867-08-16,44.5
1867-09-15,51.8
1867-10-15,48.3
1867-11-14,57.3
1867-12-14,78.7
1868-01-13,102.8
1868-02-12,98.7
1868-03-13,112.8
1868-04-12,101.6
1868-05-12,99.9
1868-06-11,88
1868-07-11,68.4
1868-08-10,173.4
1868-09-09,180.7
1868-10-09,98.8
1868-11-08,132.7
1868-12-08,134.5
1869-01-07,99
1869-02-06,130.2
1869-03-08,174.1
1869-04-07,129
1869-05-07,191.7
1869-06-06,262.7
1869-07-06,266.9
1869-08-05,293.6
1869-09-04,226.3
1869-10-04,220.9
1869-11-03,256.5
1869-12-03,226.8
1870-01-02,244.3
1870-02-01,246
1870-03-03,216.7
1870-04-02,147.2
1870-05-02,209
1870-06-01,238.7
1870-07-01,270.9
1870-07-31,242.6
1870-08-30,152.9
1870-09-29,171.8
1870-10-29,183.7
1870-11-28,133.9
1870-12-28,148.5
1871-01-27,175.7
1871-02-26,150.8
1871-03-28,132.7
1871-04-27,200.3
1871-05-27,147.5
1871-06-26,170.4
1871-07-26,179.5
1871-08-25,183.3
1871-09-24,176
1871-10-24,155
1871-11-23,191.1
1871-12-23,171.2
1872-01-22,186.8
1872-02-21,139.9
1872-03-22,144.6
1872-04-21,178.4
1872-05-21,164
1872-06-20,127.1
1872-07-20,80
1872-08-19,74.8
1872-09-18,111.7
1872-10-18,113.8
1872-11-17,78.7
1872-12-17,78.6
1873-01-16,92.5
1873-02-15,82
1873-03-17,101.4
1873-04-16,107.1
1873-05-16,77.5
1873-06-15,53.5
1873-07-15,74.6
1873-08-14,63.8
1873-09-13,113.2
1873-10-13,102.3
1873-11-12,46.8
1873-12-12,57.4
1874-01-11,48.2
1874-02-10,48.8
1874-03-12,24.4
1874-04-11,35.9
1874-05-11,56.4
1874-06-10,48.6
1874-07-10,19.2
1874-08-09,39.9
1874-09-08,20.9
1874-10-08,24.4
1874-11-07,4
1874-12-07,21.3
1875-01-06,29.6
1875-02-05,16.5
1875-03-07,23.9
1875-04-06,25.1
1875-05-06,51.1
1875-06-05,3.9
1875-07-05,8.5
1875-08-04,2.7
1875-09-03,25.5
1875-10-03,14.8
1875-11-02,16.6
1875-12-02,23.9
1876-01-01,16.6
1876-01-31,13.6
1876-03-01,40.6
1876-03-31,14.5
1876-04-30,19.9
1876-05-30,26.3
1876-06-29,36.1
1876-07-29,23.6
1876-08-28,10
1876-09-27,10.5
1876-10-27,28.1
1876-11-26,11.2
1876-12-26,23.6
1877-01-25,3.5
1877-02-24,5.5
1877-03-26,11
1877-04-25,13.1
1877-05-25,0.2
1877-06-24,9.9
1877-07-24,10.7
1877-08-23,0.2
1877-09-22,0
1877-10-22,8.8
1877-11-21,1.9
1877-12-21,6.8
1878-01-20,0.9
1878-02-19,1.6
1878-03-21,0.9
1878-04-20,0
1878-05-20,10.4
1878-06-19,4
1878-07-19,8
1878-08-18,12.6
1878-09-17,17.9
1878-10-17,10.1
1878-11-16,20.4
1878-12-16,21.9
1879-01-15,12.2
1879-02-14,40.1
1879-03-16,45.4
1879-04-15,32.1
1879-05-15,32.4
1879-06-14,39.1
1879-07-14,56.9
1879-08-13,36.5
1879-09-12,80.3
1879-10-12,110.1
1879-11-11,71.7
1879-12-11,51.1
1880-01-10,49.4
1880-02-09,60.6
1880-03-10,88.6
1880-04-09,85.8
1880-05-09,86.1
1880-06-08,72.5
1880-07-08,100.8
1880-08-07,128.2
1880-09-06,97.3
1880-10-06,88.6
1880-11-05,107.3
1880-12-05,91.5
1881-01-04,78.8
1881-02-03,75
1881-03-05,115.9
1881-04-04,111.5
1881-05-04,159.6
1881-06-03,106.9
1881-07-03,75.4
1881-08-02,75.7
1881-09-01,67.5
1881-10-01,96.1
1881-10-31,98.6
1881-11-30,140.6
1881-12-30,69.7
1882-01-29,101
1882-02-28,78.2
1882-03-30,71.3
1882-04-29,136.8
1882-05-29,52.5
1882-06-28,127.2
1882-07-28,134.4
1882-08-27,76.6
1882-09-26,87.8
1882-10-26,139.6
1882-11-25,140.8
1882-12-25,126.5
1883-01-24,152.6
1883-02-23,144.8
1883-03-25,145.8
1883-04-24,126.9
1883-05-24,110.9
1883-06-23,85.3
1883-07-23,88.5
1883-08-22,93.1
1883-09-21,103.1
1883-10-21,79.6
1883-11-20,60.9
1883-12-20,78.6
1884-01-19,71.4
1884-02-18,119.7
1884-03-19,82.9
1884-04-18,91.7
1884-05-18,121.6
1884-06-17,139.5
1884-07-17,110.9
1884-08-16,83.5
1884-09-15,66
1884-10-15,64.5
1884-11-14,51.6
1884-12-14,36.3
1885-01-13,49.8
1885-02-12,43.2
1885-03-14,95.5
1885-04-13,72.9
1885-05-13,51.2
1885-06-12,45.3
1885-07-12,50.4
1885-08-11,28.1
1885-09-10,35.7
1885-10-10,14.4
1885-11-09,0.6
1885-12-09,21.7
1886-01-08,17
1886-02-07,22
1886-03-09,7.1
1886-04-08,11.6
1886-05-08,33.4
1886-06-07,26.1
1886-07-07,38.9
1886-08-06,35.7
1886-09-05,12.4
1886-10-05,11
1886-11-04,11.5
1886-12-04,34.5
1887-01-03,21.2
1887-02-02,11.8
1887-03-04,13.1
1887-04-03,8.5
1887-05-03,11.7
1887-06-02,11.8
1887-07-02,5
1887-08-01,4.6
1887-08-31,14.6
1887-09-30,3.4
1887-10-30,17.9
1887-11-29,11.1
1887-12-29,1.3
1888-01-28,14.2
1888-02-27,11.1
1888-03-28,7.3
1888-04-27,4
1888-05-27,10.8
1888-06-26,15.8
1888-07-26,34.3
1888-08-25,10.9
1888-09-24,3.4
1888-10-24,0.3
1888-11-23,11.2
1888-12-23,8.8
1889-01-22,1.1
1889-02-21,8.5
1889-03-23,2.7
1889-04-22,7.9
1889-05-22,2.2
1889-06-21,19.3
1889-07-21,14.2
1889-08-20,28.6
1889-09-19,18.6
1889-10-19,15.9
1889-11-18,13.1
1889-12-18,22.5
1890-01-17,36.9
1890-02-16,17.2
1890-03-18,34.2
1890-04-17,68.5
1890-05-17,80.4
1890-06-16,98
1890-07-16,55.1
1890-08-15,89.7
1890-09-14,86
1890-10-14,69.8
1890-11-13,54.3
1890-12-13,115.2
1891-01-12,126.1
1891-02-11,83.3
1891-03-13,116
1891-04-12,132.7
1891-05-12,127.3
1891-06-11,127.6
1891-07-11,169
1891-08-10,104.7
1891-09-09,117.5
1891-10-09,108.9
1891-11-08,131
1891-12-08,125
1892-01-07,121.6
1892-02-06,109.5
1892-03-07,146.8
1892-04-06,141.3
1892-05-06,149.8
1892-06-05,147.6
1892-07-05,215.4
1892-08-04,129.9
1892-09-03,133.3
1892-10-03,125.2
1892-11-02,156.4
1892-12-02,138.6
1893-01-01,141
1893-01-31,87.1
1893-03-02,136
1893-04-01,168.7
1893-05-01,164.8
1893-05-31,176.7
1893-06-30,117.1
1893-07-30,110
1893-08-29,125.7
1893-09-28,94.3
1893-10-28,100.1
1893-11-27,105.4
1893-12-27,112
1894-01-26,101.6
1894-02-25,128.2
1894-03-27,112.5
1894-04-26,119.1
1894-05-26,79.7
1894-06-25,114.9
1894-07-25,96.1
1894-08-24,113.2
1894-09-23,78.6
1894-10-23,117.9
1894-11-22,48.4
1894-12-22,95.7
1895-01-21,86.5
1895-02-20,73
1895-03-22,46.1
1895-04-21,81.7
1895-05-21,75.2
1895-06-20,45.4
1895-07-20,102.2
1895-08-19,47.9
1895-09-18,63.3
1895-10-18,71
1895-11-17,67.6
1895-12-17,49
1896-01-16,48.7
1896-02-15,51.7
1896-03-16,33.3
1896-04-15,18.9
1896-05-15,46.1
1896-06-14,36.4
1896-07-14,80.4
1896-08-13,23.9
1896-09-12,14
1896-10-12,55.5
1896-11-11,50.4
1896-12-11,60.7
1897-01-10,63.9
1897-02-09,24.2
1897-03-11,43
1897-04-10,37.1
1897-05-10,15
1897-06-09,52.3
1897-07-09,58.1
1897-08-08,57.1
1897-09-07,51.6
1897-10-07,21.1
1897-11-06,32.4
1897-12-06,15.3
1898-01-05,30.3
1898-02-04,23.6
1898-03-06,12.9
1898-04-05,34.1
1898-05-05,22.5
1898-06-04,4.9
1898-07-04,14
1898-08-03,21.7
1898-09-02,13
1898-10-02,17.6
1898-11-01,15.7
1898-12-01,22.8
1898-12-31,14.4
1899-01-30,26.8
1899-03-01,25.3
1899-03-31,20.1
1899-04-30,13.9
1899-05-30,7.1
1899-06-29,13.9
1899-07-29,21.6
1899-08-28,7.5
1899-09-27,0.5
1899-10-27,0.4
1899-11-26,4
1899-12-26,7.4
1900-01-25,0
1900-02-24,17
1900-03-26,9.7
1900-04-25,1.2
1900-05-25,1.7
1900-06-24,0.9
1900-07-24,6.3
1900-08-23,6.4
1900-09-22,0
1900-10-22,9.3
1900-11-21,0
1900-12-21,20.7
1901-01-20,0
1901-02-19,4.7
1901-03-21,2.4
1901-04-20,1.5
1901-05-20,3.8
1901-06-19,12.6
1901-07-19,27.2
1901-08-18,17.2
1901-09-17,1.8
1901-10-17,13.9
1901-11-16,28.4
1901-12-16,22.5
1902-01-15,43.5
1902-02-14,24.3
1902-03-16,27.2
1902-04-15,46.4
1902-05-15,48
1902-06-14,18.5
1902-07-14,64.8
1902-08-13,74.2
1902-09-12,76.2
1902-10-12,52.6
1902-11-11,40.8
1902-12-11,61.9
1903-01-10,71.6
1903-02-09,65.7
1903-03-11,69.8
1903-04-10,84.3
1903-05-10,97.1
1903-06-09,50.2
1903-07-09,90.4
1903-08-08,63.4
1903-09-07,91.1
1903-10-07,91.2
1903-11-06,143
1903-12-06,94.3
1904-01-05,65.5
1904-02-04,79.9
1904-03-05,81.6
1904-04-04,121.6
1904-05-04,98.1
1904-06-03,91.8
1904-07-03,131.2
1904-08-02,178.7
1904-09-01,92.5
1904-10-01,75.8
1904-10-31,52.3
1904-11-30,107.4
1904-12-30,92.2
1905-01-29,96.2
1905-02-28,105.3
1905-03-30,172.7
1905-04-29,79.6
1905-05-29,93.5
1905-06-28,29.7
1905-07-28,64.8
1905-08-27,108
1905-09-26,127.4
1905-10-26,180.3
1905-11-25,101.1
1905-12-25,87.6
1906-01-24,71.4
1906-02-23,67.2
1906-03-25,82.9
1906-04-24,90.5
1906-05-24,141.7
1906-06-23,109.1
1906-07-23,102.5
1906-08-22,78.9
1906-09-21,65.4
1906-10-21,56.6
1906-11-20,47.9
1906-12-20,96.1
1907-01-19,68
1907-02-18,80.2
1907-03-20,65.8
1907-04-19,150.9
1907-05-19,144.9
1907-06-18,53.9
1907-07-18,75.9
1907-08-17,65.9
1907-09-16,94.6
1907-10-16,77.6
1907-11-15,110.5
1907-12-15,53.7
1908-01-14,60
1908-02-13,37.8
1908-03-14,59.6
1908-04-13,38.5
1908-05-13,64.7
1908-06-12,97.4
1908-07-12,93
1908-08-11,90.2
1908-09-10,44
1908-10-10,52.5
1908-11-09,35.7
1908-12-09,14.1
1909-01-08,36.9
1909-02-07,20.5
1909-03-09,23.5
1909-04-08,19.3
1909-05-08,43.7
1909-06-07,63.9
1909-07-07,8.3
1909-08-06,9.6
1909-09-05,5.6
1909-10-05,15
1909-11-04,13
1909-12-04,27.6
1910-01-03,15.1
1910-02-02,3.7
1910-03-04,5.9
1910-04-03,6.7
1910-05-03,6.7
1910-06-02,4.5
1910-07-02,7
1910-08-01,3.7
1910-08-31,0.4
1910-09-30,0
1910-10-30,8.2
1910-11-29,7.6
1910-12-29,7.4
1911-01-28,6.9
1911-02-27,4.9
1911-03-29,0.5
1911-04-28,15.9
1911-05-28,7.6
1911-06-27,1.9
1911-07-27,10.6
1911-08-26,3.8
1911-09-25,4.8
1911-10-25,0.8
1911-11-24,1.6
1911-12-24,0
1912-01-23,0
1912-02-22,2.9
1912-03-23,0.4
1912-04-22,2
1912-05-22,5.2
1912-06-21,1.2
1912-07-21,6.3
1912-08-20,4.7
1912-09-19,4.4
1912-10-19,5.3
1912-11-18,28.9
1912-12-18,8.7
1913-01-17,19.1
1913-02-16,9.1
1913-03-18,12.9
1913-04-17,21.2
1913-05-17,13.7
1913-06-16,27.3
1913-07-16,37.3
1913-08-15,38.5
1913-09-14,70.4
1913-10-14,64.8
1913-11-13,68.9
1913-12-13,55.1
1914-01-12,114.7
1914-02-11,119.4
1914-03-13,116
1914-04-12,82.4
1914-05-12,89.1
1914-06-11,70.9
1914-07-11,57.5
1914-08-10,75.5
1914-09-09,92.4
1914-10-09,111.7
1914-11-08,119.8
1914-12-08,124
1915-01-07,112.9
1915-02-06,89.3
1915-03-08,58.6
1915-04-07,75.1
1915-05-07,84.5
1915-06-06,109.5
1915-07-06,88.3
1915-08-05,124.5
1915-09-04,119.9
1915-10-04,158
1915-11-03,124.6
1915-12-03,190.2
1916-01-02,191.4
1916-02-01,199.7
1916-03-02,257.7
1916-04-01,215.6
1916-05-01,120.3
1916-05-31,160.7
1916-06-30,215.5
1916-07-30,160
1916-08-29,108.7
1916-09-28,120.4
1916-10-28,134.1
1916-11-27,127.9
1916-12-27,99
1917-01-26,179.5
1917-02-25,169.6
1917-03-27,133.2
1917-04-26,141.7
1917-05-26,139
1917-06-25,98.5
1917-07-25,80.2
1917-08-24,132.5
1917-09-23,110.9
1917-10-23,86.3
1917-11-22,146.9
1917-12-22,185.3
1918-01-21,107.8
1918-02-20,115.1
1918-03-22,91.1
1918-04-21,88
1918-05-21,69.9
1918-06-20,58
1918-07-20,85.3
1918-08-19,89.8
1918-09-18,116.9
1918-10-18,24.7
1918-11-17,55.4
1918-12-17,64.6
1919-01-16,45.7
1919-02-15,31.9
1919-03-17,60.5
1919-04-16,82.7
1919-05-16,45.3
1919-06-15,49.8
1919-07-15,52.5
1919-08-14,47.1
1919-09-13,44.5
1919-10-13,54
1919-11-12,37
1919-12-12,56.2
1920-01-11,69.7
1920-02-10,38
1920-03-11,29.6
1920-04-10,30.3
1920-05-10,29.6
1920-06-09,33.9
1920-07-09,19.7
1920-08-08,43.9
1920-09-07,91.3
1920-10-07,18.3
1920-11-06,13.4
1920-12-06,9.8
1921-01-05,18.3
1921-02-04,10.9
1921-03-06,7.8
1921-04-05,10.4
1921-05-05,12.2
1921-06-04,29
1921-07-04,7.5
1921-08-03,2.5
1921-09-02,5.5
1921-10-02,10.2
1921-11-01,5.3
1921-12-01,15.3
1921-12-31,5.9
1922-01-30,0.8
1922-03-01,22.1
1922-03-31,19.5
1922-04-30,16.7
1922-05-30,4.6
1922-06-29,0.8
1922-07-29,8.5
1922-08-28,3
1922-09-27,18.9
1922-10-27,34.6
1922-11-26,40
1922-12-26,46.9
1923-01-25,32.1
1923-02-24,41.9
1923-03-26,42.6
1923-04-25,37.5
1923-05-25,27.5
1923-06-24,9.1
1923-07-24,38.6
1923-08-23,30
1923-09-22,53
1923-10-22,71.4
1923-11-21,79.1
1923-12-21,64.2
1924-01-20,63.3
1924-02-19,100.3
1924-03-20,115.3
1924-04-19,97.6
1924-05-19,164.4
1924-06-18,119.7
1924-07-18,116.4
1924-08-17,104.2
1924-09-16,64.2
1924-10-16,107
1924-11-15,122.4
1924-12-15,87.2
1925-01-14,102.7
1925-02-13,101.4
1925-03-15,119.3
1925-04-14,100.8
1925-05-14,132.4
1925-06-13,136
1925-07-13,155.1
1925-08-12,116.1
1925-09-11,155.8
1925-10-11,131.9
1925-11-10,98.5
1925-12-10,91.6
1926-01-09,89.6
1926-02-08,114.1
1926-03-10,105.2
1926-04-09,112.1
1926-05-09,75.3
1926-06-08,139.2
1926-07-08,122.4
1926-08-07,142.4
1926-09-06,134.3
1926-10-06,128.3
1926-11-05,152.4
1926-12-05,163.4
1927-01-04,139.6
1927-02-03,149.6
1927-03-05,102.3
1927-04-04,83.9
1927-05-04,98.3
1927-06-03,114.8
1927-07-03,104.7
1927-08-02,83.8
1927-09-01,87.9
1927-10-01,97
1927-10-31,119.9
1927-11-30,117.1
1927-12-30,109.6
1928-01-29,57.3
1928-02-28,90.1
1928-03-29,135.1
1928-04-28,179.9
1928-05-28,108.8
1928-06-27,83.1
1928-07-27,58.4
1928-08-26,63.7
1928-09-25,61.4
1928-10-25,48
1928-11-24,36.5
1928-12-24,41.5
1929-01-23,53.5
1929-02-22,57.2
1929-03-24,59.4
1929-04-23,43
1929-05-23,24.4
1929-06-22,71.8
1929-07-22,50.1
1929-08-21,52
1929-09-20,40.8
1929-10-20,25.5
1929-11-19,29
1929-12-19,21.6
1930-01-18,31.7
1930-02-17,16.6
1930-03-19,31.2
1930-04-18,29.7
1930-05-18,20.1
1930-06-17,17.6
1930-07-17,18.8
1930-08-16,18.7
1930-09-15,29.7
1930-10-15,36.9
1930-11-14,16
1930-12-14,11.3
1931-01-13,6.6
1931-02-12,14.8
1931-03-14,13.7
1931-04-13,18.5
1931-05-13,20.4
1931-06-12,36.9
1931-07-12,16.8
1931-08-11,4.9
1931-09-10,5.3
1931-10-10,8.7
1931-11-09,4.7
1931-12-09,0.4
1932-01-08,8.5
1932-02-07,5
1932-03-08,1
1932-04-07,0.4
1932-05-07,5.7
1932-06-06,12.9
1932-07-06,7.2
1932-08-05,18.8
1932-09-04,32.9
1932-10-04,11.2
1932-11-03,15.3
1932-12-03,13.9
1933-01-02,6.7
1933-02-01,9.5
1933-03-03,14.5
1933-04-02,25.7
1933-05-02,31.1
1933-06-01,34.1
1933-07-01,38.5
1933-07-31,20.4
1933-08-30,45.4
1933-09-29,76.2
1933-10-29,56.5
1933-11-28,50.2
1933-12-28,70.1
1934-01-27,88.7
1934-02-26,107
1934-03-28,102.5
1934-04-27,104.7
1934-05-27,123.9
1934-06-26,128.4
1934-07-26,124.8
1934-08-25,90.9
1934-09-24,116.7
1934-10-24,87.2
1934-11-23,145
1934-12-23,126.7
1935-01-22,148.2
1935-02-21,192.3
1935-03-23,205.6
1935-04-22,220.9
1935-05-22,214.1
1935-06-21,139.7
1935-07-21,182.2
1935-08-20,194.4
1935-09-19,217.1
1935-10-19,241.8
1935-11-18,229.5
1935-12-18,167.9
1936-01-17,208.2
1936-02-16,123.9
1936-03-17,147.9
1936-04-16,164
1936-05-16,198.6
1936-06-15,144.2
1936-07-15,168.4
1936-08-14,212.3
1936-09-13,162.6
1936-10-13,275.6
1936-11-12,192.8
1936-12-12,149.3
1937-01-11,165.3
1937-02-10,203.6
1937-03-12,154.7
1937-04-11,133.9
1937-05-11,129
1937-06-10,107.8
1937-07-10,181.9
1937-08-09,197.3
1937-09-08,168.3
1937-10-08,162.6
1937-11-07,176.3
1937-12-07,187.7
1938-01-06,146.9
1938-02-05,113.7
1938-03-07,70.2
1938-04-06,84.1
1938-05-06,99.1
1938-06-05,138.9
1938-07-05,101.1
1938-08-04,90.6
1938-09-03,139.8
1938-10-03,112.5
1938-11-02,175.9
1938-12-02,110.8
1939-01-01,91.5
1939-01-31,97.4
1939-03-02,113.8
1939-04-01,76.1
1939-05-01,74.3
1939-05-31,77.5
1939-06-30,54.6
1939-07-30,49
1939-08-29,99.6
1939-09-28,111.4
1939-10-28,100.1
1939-11-27,109.8
1939-12-27,77.2
1940-01-26,64
1940-02-25,56.2
1940-03-26,59.5
1940-04-25,87.9
1940-05-25,90.4
1940-06-24,101.2
1940-07-24,41.8
1940-08-23,18.9
1940-09-22,29.6
1940-10-22,33.7
1940-11-21,28.7
1940-12-21,32
1941-01-20,51.3
1941-02-19,37.6
1941-03-21,20.7
1941-04-20,48.1
1941-05-20,45.7
1941-06-19,43.5
1941-07-19,23.6
1941-08-18,12.7
1941-09-17,22
1941-10-17,32.3
1941-11-16,16.7
1941-12-16,13
1942-01-15,17
1942-02-14,31.4
1942-03-16,6.1
1942-04-15,0.8
1942-05-15,18.3
1942-06-14,0.4
1942-07-14,4.1
1942-08-13,8.2
1942-09-12,8.5
1942-10-12,27.9
1942-11-11,23.7
1942-12-11,28.1
1943-01-10,17.9
1943-02-09,47.4
1943-03-11,30.8
1943-04-10,21.2
1943-05-10,35.9
1943-06-09,53.4
1943-07-09,51
1943-08-08,60.2
1943-09-07,71
1943-10-07,43.1
1943-11-06,58.1
1943-12-06,114.5
1944-01-05,76.6
1944-02-04,45.7
1944-03-05,79.3
1944-04-04,143.8
1944-05-04,127.7
1944-06-03,126.1
1944-07-03,141.6
1944-08-02,122.6
1944-09-01,193.7
1944-10-01,178.7
1944-10-31,157.4
1944-11-30,170.5
1944-12-30,206.3
1945-01-29,202.9
1945-02-28,163.7
1945-03-30,188.9
1945-04-29,183.8
1945-05-29,212.1
1945-06-28,285
1945-07-28,232.1
1945-08-27,223.5
1945-09-26,267.4
1945-10-26,239.9
1945-11-25,231.7
1945-12-25,181.3
1946-01-24,164.9
1946-02-23,153.6
1946-03-25,122
1946-04-24,134.3
1946-05-24,268.5
1946-06-23,246.4
1946-07-23,237.5
1946-08-22,201.4
1946-09-21,223.7
1946-10-21,202.9
1946-11-20,192.9
1946-12-20,135.6
1947-01-19,195.3
1947-02-18,168.6
1947-03-20,258
1947-04-19,223
1947-05-19,208.1
1947-06-18,150.4
1947-07-18,172.4
1947-08-17,178.3
1947-09-16,175.3
1947-10-16,205.8
1947-11-15,186.3
1947-12-15,203.2
1948-01-14,166.6
1948-02-13,143.9
1948-03-14,134.3
1948-04-13,155.4
1948-05-13,160.6
1948-06-12,150.5
1948-07-12,118.3
1948-08-11,128.9
1948-09-10,120.6
1948-10-10,72.7
1948-11-09,87
1948-12-09,77.7
1949-01-08,76.7
1949-02-07,85
1949-03-09,84.8
1949-04-08,79.3
1949-05-08,131.7
1949-06-07,153.7
1949-07-07,142.4
1949-08-06,87.2
1949-09-05,86.5
1949-10-05,117.7
1949-11-04,73.3
1949-12-04,74.2
1950-01-03,65
1950-02-02,57.9
1950-03-04,32.4
1950-04-03,31.5
1950-05-03,41.7
1950-06-02,33.6
1950-07-02,52
1950-08-01,56.1
1950-08-31,77.8
1950-09-30,40.4
1950-10-30,34.2
1950-11-29,31.8
1950-12-29,48.9
1951-01-28,37.9
1951-02-27,5.9
1951-03-29,14.7
1951-04-28,39.6
1951-05-28,18.3
1951-06-27,31.5
1951-07-27,12.7
1951-08-26,33.6
1951-09-25,28
1951-10-25,12.3
1951-11-24,2.5
1951-12-24,3.9
1952-01-23,0.4
1952-02-22,0.8
1952-03-23,15.8
1952-04-22,2.7
1952-05-22,1.2
1952-06-21,0.4
1952-07-21,7.3
1952-08-20,12.6
1952-09-19,2.3
1952-10-19,10.5
1952-11-18,13.4
1952-12-18,11.3
1953-01-17,33.4
1953-02-16,29.9
1953-03-18,7.3
1953-04-17,16.4
1953-05-17,41.3
1953-06-16,45.2
1953-07-16,38.2
1953-08-15,58
1953-09-14,60.8
1953-10-14,83
1953-11-13,126.3
1953-12-13,108.8
1954-01-12,104.1
1954-02-11,175.6
1954-03-13,167.7
1954-04-12,156.7
1954-05-12,193.4
1954-06-11,165.1
1954-07-11,182.7
1954-08-10,240.2
1954-09-09,245.4
1954-10-09,219.9
1954-11-08,285
1954-12-08,272
1955-01-07,233.7
1955-02-06,184.5
1955-03-08,222.8
1955-04-07,248
1955-05-07,233
1955-06-06,284.3
1955-07-06,265.1
1955-08-05,223.7
1955-09-04,334
1955-10-04,359.4
1955-11-03,298.6
1955-12-03,339
1956-01-02,286.7
1956-02-01,233.6
1956-03-02,270
1956-04-01,277.6
1956-05-01,248.2
1956-05-31,242.9
1956-06-30,271
1956-07-30,283.5
1956-08-29,285.1
1956-09-28,256.9
1956-10-28,215.6
1956-11-27,265.7
1956-12-27,307.7
1957-01-26,202.6
1957-02-25,263
1957-03-27,231.3
1957-04-26,243.6
1957-05-26,238.9
1957-06-25,211.9
1957-07-25,282.6
1957-08-24,205.6
1957-09-23,157.7
1957-10-23,175.6
1957-11-22,177.1
1957-12-22,207.2
1958-01-21,149.9
1958-02-20,144.6
1958-03-22,172.7
1958-04-21,169.3
1958-05-21,156
1958-06-20,172.4
1958-07-20,190
1958-08-19,180.1
1958-09-18,117.3
1958-10-18,126.9
1958-11-17,121.2
1958-12-17,82.1
1959-01-16,65.4
1959-02-15,75.2
1959-03-17,86.9
1959-04-16,72.3
1959-05-16,109.5
1959-06-15,99.3
1959-07-15,79.2
1959-08-14,90.1
1959-09-13,53.7
1959-10-13,46.5
1959-11-12,56.9
1959-12-12,55.1
1960-01-11,71.7
1960-02-10,64.9
1960-03-11,65.9
1960-04-10,61.9
1960-05-10,59.6
1960-06-09,31.4
1960-07-09,31.5
1960-08-08,72.7
1960-09-07,56.1
1960-10-07,38.8
1960-11-06,33.2
1960-12-06,28.7
1961-01-05,35.2
1961-02-04,24.8
1961-03-06,41.7
1961-04-05,61.1
1961-05-05,51.2
1961-06-04,28.7
1961-07-04,47.5
1961-08-03,55.2
1961-09-02,50.1
1961-10-02,33.7
1961-11-01,21.6
1961-12-01,22.6
1961-12-31,25.3
1962-01-30,24.1
1962-03-01,12.9
1962-03-31,14.3
1962-04-30,13.5
1962-05-30,4.8
1962-06-29,13.8
1962-07-29,7
1962-08-28,9.2
1962-09-27,11.1
1962-10-27,22.1
1962-11-26,25.4
1962-12-26,20.8
1963-01-25,17.5
1963-02-24,10.2
1963-03-26,34.5
1963-04-25,23.3
1963-05-25,17.3
1963-06-24,13.3
1963-07-24,24.5
1963-08-23,29.1
1963-09-22,22.8
1963-10-22,24.7
1963-11-21,40.3
1963-12-21,35.3
1964-01-20,36.4
1964-02-19,69
1964-03-20,64.2
1964-04-19,67.7
1964-05-19,80.2
1964-06-18,72.6
1964-07-18,71.1
1964-08-17,81.2
